countyname_fips,state,fipscounty,fy2023cbsa,fy2023cbsaname,ssa_code,state_name,countyname_rate
UNION,NJ,34039,35084.0,"Newark, NJ-PA",31370,NEW JERSEY,UNION
WARREN,NJ,34041,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",31390,NEW JERSEY,WARREN
STATEWIDE,NJ,34990,,,,,
BERNALILLO,NM,35001,10740.0,"Albuquerque, NM",32000,NEW MEXICO,BERNALILLO
CATRON,NM,35003,,,32010,NEW MEXICO,CATRON
CHAVES,NM,35005,,,32020,NEW MEXICO,CHAVES
CIBOLA,NM,35006,,,32025,NEW MEXICO,CIBOLA
COLFAX,NM,35007,,,32030,NEW MEXICO,COLFAX
CURRY,NM,35009,,,32040,NEW MEXICO,CURRY
DE BACA,NM,35011,,,32050,NEW MEXICO,DEBACA
DONA ANA,NM,35013,29740.0,"Las Cruces, NM",32060,NEW MEXICO,DONA ANA
EDDY,NM,35015,,,32070,NEW MEXICO,EDDY
GRANT,NM,35017,,,32080,NEW MEXICO,GRANT
GUADALUPE,NM,35019,,,32090,NEW MEXICO,GUADALUPE
HARDING,NM,35021,,,32100,NEW MEXICO,HARDING
HIDALGO,NM,35023,,,32110,NEW MEXICO,HIDALGO
LEA,NM,35025,,,32120,NEW MEXICO,LEA
LINCOLN,NM,35027,,,32130,NEW MEXICO,LINCOLN
LOS ALAMOS,NM,35028,,,32131,NEW MEXICO,LOS ALAMOS
LUNA,NM,35029,,,32140,NEW MEXICO,LUNA
MCKINLEY,NM,35031,,,32150,NEW MEXICO,MCKINLEY
MORA,NM,35033,,,32160,NEW MEXICO,MORA
OTERO,NM,35035,,,32170,NEW MEXICO,OTERO
QUAY,NM,35037,,,32180,NEW MEXICO,QUAY
RIO ARRIBA,NM,35039,,,32190,NEW MEXICO,RIO ARRIBA
ROOSEVELT,NM,35041,,,32200,NEW MEXICO,ROOSEVELT
SANDOVAL,NM,35043,10740.0,"Albuquerque, NM",32210,NEW MEXICO,SANDOVAL
SAN JUAN,NM,35045,22140.0,"Farmington, NM",32220,NEW MEXICO,SAN JUAN
SAN MIGUEL,NM,35047,,,32230,NEW MEXICO,SAN MIGUEL
SANTA FE,NM,35049,42140.0,"Santa Fe, NM",32240,NEW MEXICO,SANTA FE
SIERRA,NM,35051,,,32250,NEW MEXICO,SIERRA
SOCORRO,NM,35053,,,32260,NEW MEXICO,SOCORRO
TAOS,NM,35055,,,32270,NEW MEXICO,TAOS
TORRANCE,NM,35057,10740.0,"Albuquerque, NM",32280,NEW MEXICO,TORRANCE
UNION,NM,35059,,,32290,NEW MEXICO,UNION
VALENCIA,NM,35061,10740.0,"Albuquerque, NM",32300,NEW MEXICO,VALENCIA
STATEWIDE,NM,35990,,,,,
ALBANY,NY,36001,10580.0,"Albany-Schenectady-Troy, NY",33000,NEW YORK,ALBANY
ALLEGANY,NY,36003,,,33010,NEW YORK,ALLEGANY
BRONX,NY,36005,35614.0,"New York-Jersey City-White Plains, NY-NJ",33020,NEW YORK,BRONX
BROOME,NY,36007,13780.0,"Binghamton, NY",33030,NEW YORK,BROOME
CATTARAUGUS,NY,36009,,,33040,NEW YORK,CATTARAUGUS
CAYUGA,NY,36011,,,33050,NEW YORK,CAYUGA
CHAUTAUQUA,NY,36013,,,33060,NEW YORK,CHAUTAUQUA
CHEMUNG,NY,36015,21300.0,"Elmira, NY",33070,NEW YORK,CHEMUNG
CHENANGO,NY,36017,,,33080,NEW YORK,CHENANGO
CLINTON,NY,36019,,,33090,NEW YORK,CLINTON
COLUMBIA,NY,36021,,,33200,NEW YORK,COLUMBIA
CORTLAND,NY,36023,,,33210,NEW YORK,CORTLAND
DELAWARE,NY,36025,,,33220,NEW YORK,DELAWARE
DUTCHESS,NY,36027,39100.0,"Poughkeepsie-Newburgh-Middletown, NY",33230,NEW YORK,DUTCHESS
ERIE,NY,36029,15380.0,"Buffalo-Cheektowaga, NY",33240,NEW YORK,ERIE
ESSEX,NY,36031,,,33260,NEW YORK,ESSEX
FRANKLIN,NY,36033,,,33270,NEW YORK,FRANKLIN
FULTON,NY,36035,,,33280,NEW YORK,FULTON
GENESEE,NY,36037,,,33290,NEW YORK,GENESEE
GREENE,NY,36039,,,33300,NEW YORK,GREENE
HAMILTON,NY,36041,,,33310,NEW YORK,HAMILTON
HERKIMER,NY,36043,46540.0,"Utica-Rome, NY",33320,NEW YORK,HERKIMER
JEFFERSON,NY,36045,48060.0,"Watertown-Fort Drum, NY",33330,NEW YORK,JEFFERSON
KINGS,NY,36047,35614.0,"New York-Jersey City-White Plains, NY-NJ",33331,NEW YORK,KINGS
LEWIS,NY,36049,,,33340,NEW YORK,LEWIS
LIVINGSTON,NY,36051,40380.0,"Rochester, NY",33350,NEW YORK,LIVINGSTON
MADISON,NY,36053,45060.0,"Syracuse, NY",33360,NEW YORK,MADISON
MONROE,NY,36055,40380.0,"Rochester, NY",33370,NEW YORK,MONROE
MONTGOMERY,NY,36057,,,33380,NEW YORK,MONTGOMERY
NASSAU,NY,36059,35004.0,"Nassau County-Suffolk County, NY",33400,NEW YORK,NASSAU
NEW YORK,NY,36061,35614.0,"New York-Jersey City-White Plains, NY-NJ",33420,NEW YORK,NEW YORK
NIAGARA,NY,36063,15380.0,"Buffalo-Cheektowaga, NY",33500,NEW YORK,NIAGARA
ONEIDA,NY,36065,46540.0,"Utica-Rome, NY",33510,NEW YORK,ONEIDA
ONONDAGA,NY,36067,45060.0,"Syracuse, NY",33520,NEW YORK,ONONDAGA
ONTARIO,NY,36069,40380.0,"Rochester, NY",33530,NEW YORK,ONTARIO
ORANGE,NY,36071,39100.0,"Poughkeepsie-Newburgh-Middletown, NY",33540,NEW YORK,ORANGE
ORLEANS,NY,36073,40380.0,"Rochester, NY",33550,NEW YORK,ORLEANS
OSWEGO,NY,36075,45060.0,"Syracuse, NY",33560,NEW YORK,OSWEGO
OTSEGO,NY,36077,,,33570,NEW YORK,OTSEGO
PUTNAM,NY,36079,35614.0,"New York-Jersey City-White Plains, NY-NJ",33580,NEW YORK,PUTNAM
QUEENS,NY,36081,35614.0,"New York-Jersey City-White Plains, NY-NJ",33590,NEW YORK,QUEENS
RENSSELAER,NY,36083,10580.0,"Albany-Schenectady-Troy, NY",33600,NEW YORK,RENSSELAER
RICHMOND,NY,36085,35614.0,"New York-Jersey City-White Plains, NY-NJ",33610,NEW YORK,RICHMOND
ROCKLAND,NY,36087,35614.0,"New York-Jersey City-White Plains, NY-NJ",33620,NEW YORK,ROCKLAND
ST. LAWRENCE,NY,36089,,,33630,NEW YORK,ST. LAWRENCE
SARATOGA,NY,36091,10580.0,"Albany-Schenectady-Troy, NY",33640,NEW YORK,SARATOGA
SCHENECTADY,NY,36093,10580.0,"Albany-Schenectady-Troy, NY",33650,NEW YORK,SCHENECTADY
SCHOHARIE,NY,36095,10580.0,"Albany-Schenectady-Troy, NY",33660,NEW YORK,SCHOHARIE
SCHUYLER,NY,36097,,,33670,NEW YORK,SCHUYLER
SENECA,NY,36099,,,33680,NEW YORK,SENECA
STEUBEN,NY,36101,,,33690,NEW YORK,STEUBEN
SUFFOLK,NY,36103,35004.0,"Nassau County-Suffolk County, NY",33700,NEW YORK,SUFFOLK
SULLIVAN,NY,36105,,,33710,NEW YORK,SULLIVAN
TIOGA,NY,36107,13780.0,"Binghamton, NY",33720,NEW YORK,TIOGA
TOMPKINS,NY,36109,27060.0,"Ithaca, NY",33730,NEW YORK,TOMPKINS
ULSTER,NY,36111,28740.0,"Kingston, NY",33740,NEW YORK,ULSTER
WARREN,NY,36113,24020.0,"Glens Falls, NY",33750,NEW YORK,WARREN
WASHINGTON,NY,36115,24020.0,"Glens Falls, NY",33760,NEW YORK,WASHINGTON
WAYNE,NY,36117,40380.0,"Rochester, NY",33770,NEW YORK,WAYNE
WESTCHESTER,NY,36119,35614.0,"New York-Jersey City-White Plains, NY-NJ",33800,NEW YORK,WESTCHESTER
WYOMING,NY,36121,,,33900,NEW YORK,WYOMING
YATES,NY,36123,40380.0,"Rochester, NY",33910,NEW YORK,YATES
STATEWIDE,NY,36990,,,,,
ALAMANCE,NC,37001,15500.0,"Burlington, NC",34000,NORTH CAROLINA,ALAMANCE
ALEXANDER,NC,37003,25860.0,"Hickory-Lenoir-Morganton, NC",34010,NORTH CAROLINA,ALEXANDER
ALLEGHANY,NC,37005,,,34020,NORTH CAROLINA,ALLEGHANY
ANSON,NC,37007,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34030,NORTH CAROLINA,ANSON
ASHE,NC,37009,,,34040,NORTH CAROLINA,ASHE
AVERY,NC,37011,,,34050,NORTH CAROLINA,AVERY
BEAUFORT,NC,37013,,,34060,NORTH CAROLINA,BEAUFORT
BERTIE,NC,37015,,,34070,NORTH CAROLINA,BERTIE
BLADEN,NC,37017,,,34080,NORTH CAROLINA,BLADEN
BRUNSWICK,NC,37019,34820.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34090,NORTH CAROLINA,BRUNSWICK
BUNCOMBE,NC,37021,11700.0,"Asheville, NC",34100,NORTH CAROLINA,BUNCOMBE
BURKE,NC,37023,25860.0,"Hickory-Lenoir-Morganton, NC",34110,NORTH CAROLINA,BURKE
CABARRUS,NC,37025,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34120,NORTH CAROLINA,CABARRUS
CALDWELL,NC,37027,25860.0,"Hickory-Lenoir-Morganton, NC",34130,NORTH CAROLINA,CALDWELL
CAMDEN,NC,37029,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",34140,NORTH CAROLINA,CAMDEN
CARTERET,NC,37031,,,34150,NORTH CAROLINA,CARTERET
CASWELL,NC,37033,,,34160,NORTH CAROLINA,CASWELL
CATAWBA,NC,37035,25860.0,"Hickory-Lenoir-Morganton, NC",34170,NORTH CAROLINA,CATAWBA
CHATHAM,NC,37037,20500.0,"Durham-Chapel Hill, NC",34180,NORTH CAROLINA,CHATHAM
CHEROKEE,NC,37039,,,34190,NORTH CAROLINA,CHEROKEE
CHOWAN,NC,37041,,,34200,NORTH CAROLINA,CHOWAN
CLAY,NC,37043,,,34210,NORTH CAROLINA,CLAY
CLEVELAND,NC,37045,,,34220,NORTH CAROLINA,CLEVELAND
COLUMBUS,NC,37047,,,34230,NORTH CAROLINA,COLUMBUS
CRAVEN,NC,37049,35100.0,"New Bern, NC",34240,NORTH CAROLINA,CRAVEN
CUMBERLAND,NC,37051,22180.0,"Fayetteville, NC",34250,NORTH CAROLINA,CUMBERLAND
CURRITUCK,NC,37053,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",34251,NORTH CAROLINA,CURRITUCK
DARE,NC,37055,,,34270,NORTH CAROLINA,DARE
DAVIDSON,NC,37057,49180.0,"Winston-Salem, NC",34280,NORTH CAROLINA,DAVIDSON
DAVIE,NC,37059,49180.0,"Winston-Salem, NC",34290,NORTH CAROLINA,DAVIE
DUPLIN,NC,37061,,,34300,NORTH CAROLINA,DUPLIN
DURHAM,NC,37063,20500.0,"Durham-Chapel Hill, NC",34310,NORTH CAROLINA,DURHAM
EDGECOMBE,NC,37065,40580.0,"Rocky Mount, NC",34320,NORTH CAROLINA,EDGECOMBE
FORSYTH,NC,37067,49180.0,"Winston-Salem, NC",34330,NORTH CAROLINA,FORSYTH
FRANKLIN,NC,37069,39580.0,"Raleigh-Cary, NC",34340,NORTH CAROLINA,FRANKLIN
GASTON,NC,37071,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34350,NORTH CAROLINA,GASTON
GATES,NC,37073,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",34360,NORTH CAROLINA,GATES
GRAHAM,NC,37075,,,34370,NORTH CAROLINA,GRAHAM
GRANVILLE,NC,37077,20500.0,"Durham-Chapel Hill, NC",34380,NORTH CAROLINA,GRANVILLE
GREENE,NC,37079,,,34390,NORTH CAROLINA,GREENE
GUILFORD,NC,37081,24660.0,"Greensboro-High Point, NC",34400,NORTH CAROLINA,GUILFORD
HALIFAX,NC,37083,,,34410,NORTH CAROLINA,HALIFAX
HARNETT,NC,37085,22180.0,"Fayetteville, NC",34420,NORTH CAROLINA,HARNETT
HAYWOOD,NC,37087,11700.0,"Asheville, NC",34430,NORTH CAROLINA,HAYWOOD
HENDERSON,NC,37089,11700.0,"Asheville, NC",34440,NORTH CAROLINA,HENDERSON
HERTFORD,NC,37091,,,34450,NORTH CAROLINA,HERTFORD
HOKE,NC,37093,22180.0,"Fayetteville, NC",34460,NORTH CAROLINA,HOKE
HYDE,NC,37095,,,34470,NORTH CAROLINA,HYDE
IREDELL,NC,37097,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34480,NORTH CAROLINA,IREDELL
JACKSON,NC,37099,,,34490,NORTH CAROLINA,JACKSON
JOHNSTON,NC,37101,39580.0,"Raleigh-Cary, NC",34500,NORTH CAROLINA,JOHNSTON
JONES,NC,37103,35100.0,"New Bern, NC",34510,NORTH CAROLINA,JONES
LEE,NC,37105,,,34520,NORTH CAROLINA,LEE
LENOIR,NC,37107,,,34530,NORTH CAROLINA,LENOIR
LINCOLN,NC,37109,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34540,NORTH CAROLINA,LINCOLN
MC DOWELL,NC,37111,,,34550,NORTH CAROLINA,MCDOWELL
MACON,NC,37113,,,34560,NORTH CAROLINA,MACON
MADISON,NC,37115,11700.0,"Asheville, NC",34570,NORTH CAROLINA,MADISON
MARTIN,NC,37117,,,34580,NORTH CAROLINA,MARTIN
MECKLENBURG,NC,37119,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34590,NORTH CAROLINA,MECKLENBURG
MITCHELL,NC,37121,,,34600,NORTH CAROLINA,MITCHELL
MONTGOMERY,NC,37123,,,34610,NORTH CAROLINA,MONTGOMERY
MOORE,NC,37125,,,34620,NORTH CAROLINA,MOORE
NASH,NC,37127,40580.0,"Rocky Mount, NC",34630,NORTH CAROLINA,NASH
NEW HANOVER,NC,37129,48900.0,"Wilmington, NC",34640,NORTH CAROLINA,NEW HANOVER
NORTHAMPTON,NC,37131,,,34650,NORTH CAROLINA,NORTHAMPTON
ONSLOW,NC,37133,27340.0,"Jacksonville, NC",34660,NORTH CAROLINA,ONSLOW
ORANGE,NC,37135,20500.0,"Durham-Chapel Hill, NC",34670,NORTH CAROLINA,ORANGE
PAMLICO,NC,37137,35100.0,"New Bern, NC",34680,NORTH CAROLINA,PAMLICO
PASQUOTANK,NC,37139,,,34690,NORTH CAROLINA,PASQUOTANK
PENDER,NC,37141,48900.0,"Wilmington, NC",34700,NORTH CAROLINA,PENDER
PERQUIMANS,NC,37143,,,34710,NORTH CAROLINA,PERQUIMANS
PERSON,NC,37145,20500.0,"Durham-Chapel Hill, NC",34720,NORTH CAROLINA,PERSON
PITT,NC,37147,24780.0,"Greenville, NC",34730,NORTH CAROLINA,PITT
POLK,NC,37149,,,34740,NORTH CAROLINA,POLK
RANDOLPH,NC,37151,24660.0,"Greensboro-High Point, NC",34750,NORTH CAROLINA,RANDOLPH
RICHMOND,NC,37153,,,34760,NORTH CAROLINA,RICHMOND
ROBESON,NC,37155,,,34770,NORTH CAROLINA,ROBESON
ROCKINGHAM,NC,37157,24660.0,"Greensboro-High Point, NC",34780,NORTH CAROLINA,ROCKINGHAM
ROWAN,NC,37159,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34790,NORTH CAROLINA,ROWAN
RUTHERFORD,NC,37161,,,34800,NORTH CAROLINA,RUTHERFORD
SAMPSON,NC,37163,,,34810,NORTH CAROLINA,SAMPSON
SCOTLAND,NC,37165,,,34820,NORTH CAROLINA,SCOTLAND
STANLY,NC,37167,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34830,NORTH CAROLINA,STANLY
STOKES,NC,37169,49180.0,"Winston-Salem, NC",34840,NORTH CAROLINA,STOKES
SURRY,NC,37171,,,34850,NORTH CAROLINA,SURRY
SWAIN,NC,37173,,,34860,NORTH CAROLINA,SWAIN
TRANSYLVANIA,NC,37175,,,34870,NORTH CAROLINA,TRANSYLVANIA
TYRRELL,NC,37177,,,34880,NORTH CAROLINA,TYRRELL
UNION,NC,37179,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34890,NORTH CAROLINA,UNION
VANCE,NC,37181,,,34900,NORTH CAROLINA,VANCE
WAKE,NC,37183,39580.0,"Raleigh-Cary, NC",34910,NORTH CAROLINA,WAKE
WARREN,NC,37185,,,34920,NORTH CAROLINA,WARREN
WASHINGTON,NC,37187,,,34930,NORTH CAROLINA,WASHINGTON
WATAUGA,NC,37189,,,34940,NORTH CAROLINA,WATAUGA
WAYNE,NC,37191,24140.0,"Goldsboro, NC",34950,NORTH CAROLINA,WAYNE
WILKES,NC,37193,,,34960,NORTH CAROLINA,WILKES
WILSON,NC,37195,,,34970,NORTH CAROLINA,WILSON
YADKIN,NC,37197,49180.0,"Winston-Salem, NC",34980,NORTH CAROLINA,YADKIN
YANCEY,NC,37199,,,34981,NORTH CAROLINA,YANCEY
STATEWIDE,NC,37990,,,,,
ADAMS,ND,38001,,,35000,NORTH DAKOTA,ADAMS
BARNES,ND,38003,,,35010,NORTH DAKOTA,BARNES
BENSON,ND,38005,,,35020,NORTH DAKOTA,BENSON
BILLINGS,ND,38007,,,35030,NORTH DAKOTA,BILLINGS
BOTTINEAU,ND,38009,,,35040,NORTH DAKOTA,BOTTINEAU
BOWMAN,ND,38011,,,35050,NORTH DAKOTA,BOWMAN
BURKE,ND,38013,,,35060,NORTH DAKOTA,BURKE
BURLEIGH,ND,38015,13900.0,"Bismarck, ND",35070,NORTH DAKOTA,BURLEIGH
CASS,ND,38017,22020.0,"Fargo, ND-MN",35080,NORTH DAKOTA,CASS
CAVALIER,ND,38019,,,35090,NORTH DAKOTA,CAVALIER
DICKEY,ND,38021,,,35100,NORTH DAKOTA,DICKEY
DIVIDE,ND,38023,,,35110,NORTH DAKOTA,DIVIDE
DUNN,ND,38025,,,35120,NORTH DAKOTA,DUNN
EDDY,ND,38027,,,35130,NORTH DAKOTA,EDDY
EMMONS,ND,38029,,,35140,NORTH DAKOTA,EMMONS
FOSTER,ND,38031,,,35150,NORTH DAKOTA,FOSTER
GOLDEN VALLEY,ND,38033,,,35160,NORTH DAKOTA,GOLDEN VALLEY
GRAND FORKS,ND,38035,24220.0,"Grand Forks, ND-MN",35170,NORTH DAKOTA,GRAND FORKS
GRANT,ND,38037,,,35180,NORTH DAKOTA,GRANT
GRIGGS,ND,38039,,,35190,NORTH DAKOTA,GRIGGS
HETTINGER,ND,38041,,,35200,NORTH DAKOTA,HETTINGER
KIDDER,ND,38043,,,35210,NORTH DAKOTA,KIDDER
LA MOURE,ND,38045,,,35220,NORTH DAKOTA,LAMOURE
LOGAN,ND,38047,,,35230,NORTH DAKOTA,LOGAN
MCHENRY,ND,38049,,,35240,NORTH DAKOTA,MCHENRY
MCINTOSH,ND,38051,,,35250,NORTH DAKOTA,MCINTOSH
MCKENZIE,ND,38053,,,35260,NORTH DAKOTA,MCKENZIE
MCLEAN,ND,38055,,,35270,NORTH DAKOTA,MCLEAN
MERCER,ND,38057,,,35280,NORTH DAKOTA,MERCER
MORTON,ND,38059,13900.0,"Bismarck, ND",35290,NORTH DAKOTA,MORTON
MOUNTRAIL,ND,38061,,,35300,NORTH DAKOTA,MOUNTRAIL
NELSON,ND,38063,,,35310,NORTH DAKOTA,NELSON
OLIVER,ND,38065,13900.0,"Bismarck, ND",35320,NORTH DAKOTA,OLIVER
PEMBINA,ND,38067,,,35330,NORTH DAKOTA,PEMBINA
PIERCE,ND,38069,,,35340,NORTH DAKOTA,PIERCE
RAMSEY,ND,38071,,,35350,NORTH DAKOTA,RAMSEY
RANSOM,ND,38073,,,35360,NORTH DAKOTA,RANSOM
RENVILLE,ND,38075,,,35370,NORTH DAKOTA,RENVILLE
RICHLAND,ND,38077,,,35380,NORTH DAKOTA,RICHLAND
ROLETTE,ND,38079,,,35390,NORTH DAKOTA,ROLETTE
SARGENT,ND,38081,,,35400,NORTH DAKOTA,SARGENT
SHERIDAN,ND,38083,,,35410,NORTH DAKOTA,SHERIDAN
SIOUX,ND,38085,,,35420,NORTH DAKOTA,SIOUX
SLOPE,ND,38087,,,35430,NORTH DAKOTA,SLOPE
STARK,ND,38089,,,35440,NORTH DAKOTA,STARK
STEELE,ND,38091,,,35450,NORTH DAKOTA,STEELE
STUTSMAN,ND,38093,,,35460,NORTH DAKOTA,STUTSMAN
TOWNER,ND,38095,,,35470,NORTH DAKOTA,TOWNER
TRAILL,ND,38097,,,35480,NORTH DAKOTA,TRAILL
WALSH,ND,38099,,,35490,NORTH DAKOTA,WALSH
WARD,ND,38101,,,35500,NORTH DAKOTA,WARD
WELLS,ND,38103,,,35510,NORTH DAKOTA,WELLS
WILLIAMS,ND,38105,,,35520,NORTH DAKOTA,WILLIAMS
STATEWIDE,ND,38990,,,,,
ADAMS,OH,39001,,,36000,OHIO,ADAMS
ALLEN,OH,39003,30620.0,"Lima, OH",36010,OHIO,ALLEN
ASHLAND,OH,39005,,,36020,OHIO,ASHLAND
ASHTABULA,OH,39007,,,36030,OHIO,ASHTABULA
ATHENS,OH,39009,,,36040,OHIO,ATHENS
AUGLAIZE,OH,39011,,,36050,OHIO,AUGLAIZE
BELMONT,OH,39013,48540.0,"Wheeling, WV-OH",36060,OHIO,BELMONT
BROWN,OH,39015,17140.0,"Cincinnati, OH-KY-IN",36070,OHIO,BROWN
BUTLER,OH,39017,17140.0,"Cincinnati, OH-KY-IN",36080,OHIO,BUTLER
CARROLL,OH,39019,15940.0,"Canton-Massillon, OH",36090,OHIO,CARROLL
CHAMPAIGN,OH,39021,,,36100,OHIO,CHAMPAIGN
CLARK,OH,39023,44220.0,"Springfield, OH",36110,OHIO,CLARK
CLERMONT,OH,39025,17140.0,"Cincinnati, OH-KY-IN",36120,OHIO,CLERMONT
CLINTON,OH,39027,,,36130,OHIO,CLINTON
COLUMBIANA,OH,39029,,,36140,OHIO,COLUMBIANA
COSHOCTON,OH,39031,,,36150,OHIO,COSHOCTON
CRAWFORD,OH,39033,,,36160,OHIO,CRAWFORD
CUYAHOGA,OH,39035,17460.0,"Cleveland-Elyria, OH",36170,OHIO,CUYAHOGA
DARKE,OH,39037,,,36190,OHIO,DARKE
DEFIANCE,OH,39039,,,36200,OHIO,DEFIANCE
DELAWARE,OH,39041,18140.0,"Columbus, OH",36210,OHIO,DELAWARE
ERIE,OH,39043,,,36220,OHIO,ERIE
FAIRFIELD,OH,39045,18140.0,"Columbus, OH",36230,OHIO,FAIRFIELD
FAYETTE,OH,39047,,,36240,OHIO,FAYETTE
FRANKLIN,OH,39049,18140.0,"Columbus, OH",36250,OHIO,FRANKLIN
FULTON,OH,39051,45780.0,"Toledo, OH",36260,OHIO,FULTON
GALLIA,OH,39053,,,36270,OHIO,GALLIA
GEAUGA,OH,39055,17460.0,"Cleveland-Elyria, OH",36280,OHIO,GEAUGA
GREENE,OH,39057,19430.0,"Dayton-Kettering, OH",36290,OHIO,GREENE
GUERNSEY,OH,39059,,,36300,OHIO,GUERNSEY
HAMILTON,OH,39061,17140.0,"Cincinnati, OH-KY-IN",36310,OHIO,HAMILTON
HANCOCK,OH,39063,,,36330,OHIO,HANCOCK
HARDIN,OH,39065,,,36340,OHIO,HARDIN
HARRISON,OH,39067,,,36350,OHIO,HARRISON
HENRY,OH,39069,,,36360,OHIO,HENRY
HIGHLAND,OH,39071,,,36370,OHIO,HIGHLAND
HOCKING,OH,39073,18140.0,"Columbus, OH",36380,OHIO,HOCKING
HOLMES,OH,39075,,,36390,OHIO,HOLMES
HURON,OH,39077,,,36400,OHIO,HURON
JACKSON,OH,39079,,,36410,OHIO,JACKSON
JEFFERSON,OH,39081,48260.0,"Weirton-Steubenville, WV-OH",36420,OHIO,JEFFERSON
KNOX,OH,39083,,,36430,OHIO,KNOX
LAKE,OH,39085,17460.0,"Cleveland-Elyria, OH",36440,OHIO,LAKE
LAWRENCE,OH,39087,26580.0,"Huntington-Ashland, WV-KY-OH",36450,OHIO,LAWRENCE
LICKING,OH,39089,18140.0,"Columbus, OH",36460,OHIO,LICKING
LOGAN,OH,39091,,,36470,OHIO,LOGAN
LORAIN,OH,39093,17460.0,"Cleveland-Elyria, OH",36480,OHIO,LORAIN
LUCAS,OH,39095,45780.0,"Toledo, OH",36490,OHIO,LUCAS
MADISON,OH,39097,18140.0,"Columbus, OH",36500,OHIO,MADISON
MAHONING,OH,39099,49660.0,"Youngstown-Warren-Boardman, OH-PA",36510,OHIO,MAHONING
MARION,OH,39101,,,36520,OHIO,MARION
MEDINA,OH,39103,17460.0,"Cleveland-Elyria, OH",36530,OHIO,MEDINA
MEIGS,OH,39105,,,36540,OHIO,MEIGS
MERCER,OH,39107,,,36550,OHIO,MERCER
MIAMI,OH,39109,19430.0,"Dayton-Kettering, OH",36560,OHIO,MIAMI
MONROE,OH,39111,,,36570,OHIO,MONROE
MONTGOMERY,OH,39113,19430.0,"Dayton-Kettering, OH",36580,OHIO,MONTGOMERY
MORGAN,OH,39115,,,36590,OHIO,MORGAN
MORROW,OH,39117,18140.0,"Columbus, OH",36600,OHIO,MORROW
MUSKINGUM,OH,39119,,,36610,OHIO,MUSKINGUM
NOBLE,OH,39121,,,36620,OHIO,NOBLE
OTTAWA,OH,39123,45780.0,"Toledo, OH",36630,OHIO,OTTAWA
PAULDING,OH,39125,,,36640,OHIO,PAULDING
PERRY,OH,39127,18140.0,"Columbus, OH",36650,OHIO,PERRY
PICKAWAY,OH,39129,18140.0,"Columbus, OH",36660,OHIO,PICKAWAY
PIKE,OH,39131,,,36670,OHIO,PIKE
PORTAGE,OH,39133,10420.0,"Akron, OH",36680,OHIO,PORTAGE
PREBLE,OH,39135,,,36690,OHIO,PREBLE
PUTNAM,OH,39137,,,36700,OHIO,PUTNAM
RICHLAND,OH,39139,31900.0,"Mansfield, OH",36710,OHIO,RICHLAND
ROSS,OH,39141,,,36720,OHIO,ROSS
SANDUSKY,OH,39143,,,36730,OHIO,SANDUSKY
SCIOTO,OH,39145,,,36740,OHIO,SCIOTO
SENECA,OH,39147,,,36750,OHIO,SENECA
SHELBY,OH,39149,,,36760,OHIO,SHELBY
STARK,OH,39151,15940.0,"Canton-Massillon, OH",36770,OHIO,STARK
SUMMIT,OH,39153,10420.0,"Akron, OH",36780,OHIO,SUMMIT
TRUMBULL,OH,39155,49660.0,"Youngstown-Warren-Boardman, OH-PA",36790,OHIO,TRUMBULL
TUSCARAWAS,OH,39157,,,36800,OHIO,TUSCARAWAS
UNION,OH,39159,18140.0,"Columbus, OH",36810,OHIO,UNION
VAN WERT,OH,39161,,,36820,OHIO,VAN WERT
VINTON,OH,39163,,,36830,OHIO,VINTON
WARREN,OH,39165,17140.0,"Cincinnati, OH-KY-IN",36840,OHIO,WARREN
WASHINGTON,OH,39167,,,36850,OHIO,WASHINGTON
WAYNE,OH,39169,,,36860,OHIO,WAYNE
WILLIAMS,OH,39171,,,36870,OHIO,WILLIAMS
WOOD,OH,39173,45780.0,"Toledo, OH",36880,OHIO,WOOD
WYANDOT,OH,39175,,,36890,OHIO,WYANDOT
STATEWIDE,OH,39990,,,,,
ADAIR,OK,40001,,,37000,OKLAHOMA,ADAIR
ALFALFA,OK,40003,,,37010,OKLAHOMA,ALFALFA
ATOKA,OK,40005,,,37020,OKLAHOMA,ATOKA
BEAVER,OK,40007,,,37030,OKLAHOMA,BEAVER
BECKHAM,OK,40009,,,37040,OKLAHOMA,BECKHAM
BLAINE,OK,40011,,,37050,OKLAHOMA,BLAINE
BRYAN,OK,40013,,,37060,OKLAHOMA,BRYAN
CADDO,OK,40015,,,37070,OKLAHOMA,CADDO
CANADIAN,OK,40017,36420.0,"Oklahoma City, OK",37080,OKLAHOMA,CANADIAN
